Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb)
2022-01-01 00:00:00,273.55,386.22,249.03,54.67,303.61
2022-01-01 01:00:00,268.87,432.99,294.77,50.75,345.51
2022-01-01 02:00:00,258.02,396.28,247.48,50.37,297.77
2022-01-01 03:00:00,194.91,297.69,152.66,45.18,198.09
2022-01-01 04:00:00,198.0,314.81,123.04,41.78,164.95
2022-01-01 05:00:00,145.02,272.17,98.36,44.29,142.6
2022-01-01 06:00:00,180.98,253.09,112.57,43.77,156.25
2022-01-01 07:00:00,164.07,218.18,111.07,45.6,156.75
2022-01-01 08:00:00,157.1,229.39,79.26,47.13,126.47
2022-01-01 09:00:00,132.95,256.88,33.98,40.26,74.28
2022-01-01 10:00:00,141.57,268.83,44.6,42.91,87.45
2022-01-01 11:00:00,141.48,222.2,15.39,33.27,48.74
2022-01-01 12:00:00,134.91,250.34,7.16,25.07,32.23
2022-01-01 13:00:00,130.48,225.88,7.17,29.07,36.23
2022-01-01 14:00:00,157.8,206.44,6.18,30.23,36.42
2022-01-01 15:00:00,160.2,206.93,4.47,32.38,36.85
2022-01-01 16:00:00,146.54,198.14,4.76,44.96,49.73
2022-01-01 17:00:00,140.82,206.17,5.98,49.61,55.6
2022-01-01 18:00:00,155.23,235.84,22.42,58.45,80.56
2022-01-01 19:00:00,174.76,341.47,431.19,85.89,452.43
2022-01-01 20:00:00,219.8,402.84,251.61,75.24,316.9
2022-01-01 21:00:00,216.21,364.04,374.1,76.97,433.26
2022-01-01 22:00:00,281.77,471.68,267.15,66.56,333.78
2022-01-01 23:00:00,325.29,499.26,340.38,65.98,351.26
2022-01-02 00:00:00,314.4,497.98,381.39,62.44,378.17
2022-01-02 01:00:00,311.49,514.33,430.52,56.45,455.31
2022-01-02 02:00:00,318.34,515.05,241.76,52.29,294.12
2022-01-02 03:00:00,382.15,485.07,179.83,39.02,218.86
2022-01-02 04:00:00,297.97,421.16,133.41,40.73,174.34
2022-01-02 05:00:00,216.81,323.93,73.24,37.74,110.84
2022-01-02 06:00:00,227.15,299.53,146.33,38.79,185.16
2022-01-02 07:00:00,214.69,303.82,111.53,42.36,154.0
2022-01-02 08:00:00,200.49,282.45,79.22,48.1,127.3
2022-01-02 09:00:00,241.19,331.5,70.95,53.38,124.28
2022-01-02 10:00:00,223.22,293.75,36.35,50.32,86.8
2022-01-02 11:00:00,192.14,330.15,16.34,38.38,54.73
2022-01-02 12:00:00,188.66,238.6,9.8,30.54,40.33
2022-01-02 13:00:00,160.13,208.03,7.28,27.18,34.47
2022-01-02 14:00:00,135.26,189.13,4.97,26.93,31.9
2022-01-02 15:00:00,133.96,181.81,4.42,29.28,33.7
2022-01-02 16:00:00,131.98,206.15,11.01,53.33,64.27
2022-01-02 17:00:00,124.39,236.46,32.51,60.22,92.8
2022-01-02 18:00:00,111.05,193.94,23.41,57.22,80.56
2022-01-02 19:00:00,134.33,203.38,24.44,58.04,82.5
2022-01-02 20:00:00,167.73,252.52,114.91,61.6,176.42
2022-01-02 21:00:00,149.41,237.35,113.08,57.28,170.4
2022-01-02 22:00:00,192.12,234.58,174.66,54.98,229.16
2022-01-02 23:00:00,237.35,381.78,443.31,68.09,477.82
2022-01-03 00:00:00,251.85,446.28,265.58,55.69,308.03
2022-01-03 01:00:00,230.44,381.29,226.28,50.33,276.68
2022-01-03 02:00:00,214.64,345.67,199.57,44.52,244.02
2022-01-03 03:00:00,205.9,364.11,181.37,39.51,221.08
2022-01-03 04:00:00,289.52,373.91,119.93,40.73,160.62
2022-01-03 05:00:00,318.19,412.09,212.42,43.99,256.43
2022-01-03 06:00:00,246.6,359.71,108.52,43.37,151.98
2022-01-03 07:00:00,193.12,300.75,88.91,42.64,131.58
2022-01-03 08:00:00,177.88,241.85,53.19,41.1,94.26
2022-01-03 09:00:00,195.14,296.13,55.94,48.33,104.33
2022-01-03 10:00:00,182.35,339.11,40.76,53.62,94.35
2022-01-03 11:00:00,151.78,352.26,36.95,48.68,85.66
2022-01-03 12:00:00,126.57,245.32,14.0,36.36,50.39
2022-01-03 13:00:00,144.36,197.52,7.5,28.93,36.43
2022-01-03 14:00:00,129.13,172.65,7.72,30.99,38.71
2022-01-03 15:00:00,99.81,147.21,7.28,34.42,41.7
2022-01-03 16:00:00,108.61,174.37,5.52,37.92,43.43
2022-01-03 17:00:00,122.94,203.53,10.37,47.53,57.84
2022-01-03 18:00:00,128.41,223.06,20.08,60.82,80.97
2022-01-03 19:00:00,123.88,217.42,24.56,64.62,89.09
2022-01-03 20:00:00,127.07,232.64,104.72,66.07,170.78
2022-01-03 21:00:00,150.37,251.13,137.0,66.63,203.56
2022-01-03 22:00:00,183.35,293.1,91.01,62.37,153.41
2022-01-03 23:00:00,242.55,365.74,125.78,63.91,189.68
2022-01-04 00:00:00,284.31,423.79,134.93,64.53,199.5
2022-01-04 01:00:00,250.5,379.79,238.11,58.07,295.77
2022-01-04 02:00:00,224.54,375.37,256.84,54.23,311.11
2022-01-04 03:00:00,206.48,395.06,207.35,48.71,256.18
2022-01-04 04:00:00,198.91,378.11,180.01,54.44,234.57
2022-01-04 05:00:00,221.0,331.84,187.99,55.53,243.59
2022-01-04 06:00:00,251.46,348.34,163.23,47.34,210.65
2022-01-04 07:00:00,219.71,316.42,231.35,52.4,283.45
2022-01-04 08:00:00,219.73,353.82,144.06,58.68,203.02
2022-01-04 09:00:00,223.12,315.24,46.23,61.61,107.94
2022-01-04 10:00:00,201.82,371.33,40.09,56.2,96.31
2022-01-04 11:00:00,158.26,277.12,16.56,46.93,63.5
2022-01-04 12:00:00,149.65,199.22,10.99,34.63,45.63
2022-01-04 13:00:00,110.42,167.53,16.09,44.89,60.96
2022-01-04 14:00:00,91.89,155.68,11.78,35.36,47.17
2022-01-04 15:00:00,80.12,128.44,12.22,44.22,56.43
2022-01-04 16:00:00,70.08,124.4,13.6,53.17,66.74
2022-01-04 17:00:00,71.71,145.79,34.56,64.85,99.34
2022-01-04 18:00:00,56.82,172.31,116.46,65.49,181.88
2022-01-04 19:00:00,74.82,201.24,342.43,78.47,401.22
2022-01-04 20:00:00,127.49,382.03,337.63,97.95,372.95
2022-01-04 21:00:00,173.2,501.13,332.83,100.63,344.68
2022-01-04 22:00:00,223.55,445.7,289.75,78.4,357.23
2022-01-04 23:00:00,215.86,378.78,150.62,63.92,214.55
2022-01-05 00:00:00,163.14,285.66,312.57,72.22,384.74
2022-01-05 01:00:00,164.67,308.31,390.58,77.29,414.04
2022-01-05 02:00:00,211.34,384.78,372.7,69.97,440.59
2022-01-05 03:00:00,262.62,528.97,477.28,76.15,468.65
2022-01-05 04:00:00,296.75,535.81,455.08,74.13,496.71
2022-01-05 05:00:00,334.44,602.22,416.18,69.42,457.76
2022-01-05 06:00:00,374.66,605.42,205.33,50.78,243.11
2022-01-05 07:00:00,314.43,432.05,111.15,44.58,155.75
2022-01-05 08:00:00,268.6,388.22,164.0,44.19,208.1
2022-01-05 09:00:00,245.86,426.12,198.32,53.33,251.61
2022-01-05 10:00:00,306.01,405.9,149.46,60.28,209.85
2022-01-05 11:00:00,294.22,332.12,162.01,75.44,220.81
2022-01-05 12:00:00,207.88,243.57,114.7,65.0,179.69
2022-01-05 13:00:00,224.36,324.42,118.61,78.0,196.66
2022-01-05 14:00:00,205.97,295.14,88.05,71.13,159.11
2022-01-05 15:00:00,140.82,204.85,50.92,43.78,94.82
2022-01-05 16:00:00,47.72,65.09,29.11,28.85,57.98
2022-01-05 17:00:00,43.02,54.77,28.1,29.75,57.85
2022-01-05 18:00:00,111.86,132.28,16.6,28.47,45.08
2022-01-05 19:00:00,155.17,186.5,14.5,24.37,38.88
2022-01-05 20:00:00,159.24,186.76,13.1,22.45,35.56
2022-01-05 21:00:00,135.88,192.6,31.94,24.55,56.46
2022-01-05 22:00:00,103.72,149.74,34.39,24.95,59.34
2022-01-05 23:00:00,92.28,142.19,35.2,25.28,60.5
2022-01-06 00:00:00,87.31,124.14,22.19,22.88,45.05
2022-01-06 01:00:00,74.21,89.55,15.71,19.35,35.1
2022-01-06 02:00:00,68.22,84.33,16.41,19.57,35.97
2022-01-06 03:00:00,53.29,79.38,19.95,20.37,40.31
2022-01-06 04:00:00,56.97,93.21,39.11,20.01,59.1
2022-01-06 05:00:00,105.43,124.26,41.18,21.55,62.72
2022-01-06 06:00:00,161.42,195.45,43.51,22.73,66.26
2022-01-06 07:00:00,158.94,202.84,17.58,20.25,37.84
2022-01-06 08:00:00,144.49,182.92,10.67,16.31,26.98
2022-01-06 09:00:00,128.43,157.24,11.28,15.84,27.12
2022-01-06 10:00:00,111.72,137.91,14.04,17.6,31.64
2022-01-06 11:00:00,91.72,113.2,8.21,12.25,20.47
2022-01-06 12:00:00,61.54,101.29,7.35,11.68,19.03
2022-01-06 13:00:00,52.96,87.72,7.08,12.57,19.63
2022-01-06 14:00:00,58.4,81.28,6.6,14.16,20.77
2022-01-06 15:00:00,47.53,67.96,7.21,15.27,22.47
2022-01-06 16:00:00,48.602,70.253,7.56,15.364,22.916
2022-01-06 17:00:00,49.674,72.547,7.91,15.459,23.361
2022-01-06 18:00:00,50.747,74.84,8.26,15.553,23.807
2022-01-06 19:00:00,51.819,77.133,8.61,15.648,24.252
2022-01-06 20:00:00,52.891,79.427,8.96,15.742,24.698
2022-01-06 21:00:00,53.963,81.72,9.31,15.837,25.143
2022-01-06 22:00:00,55.036,84.013,9.66,15.931,25.589
2022-01-06 23:00:00,56.108,86.307,10.01,16.026,26.034
2022-01-07 00:00:00,57.18,88.6,10.36,16.12,26.48
2022-01-07 01:00:00,55.28,105.42,8.83,13.72,22.55
2022-01-07 02:00:00,46.22,126.28,8.46,12.33,20.79
2022-01-07 03:00:00,48.44,113.34,5.86,9.58,15.44
2022-01-07 04:00:00,56.62,88.79,7.44,11.8,19.24
2022-01-07 05:00:00,65.29,84.72,7.5,9.06,16.56
2022-01-07 06:00:00,86.77,131.09,8.95,8.32,17.27
2022-01-07 07:00:00,77.35,125.65,8.71,7.96,16.67
2022-01-07 08:00:00,73.54,100.38,7.56,6.45,14.01
2022-01-07 09:00:00,62.87,72.2,9.38,7.52,16.9
2022-01-07 10:00:00,60.76,85.44,8.1,7.05,15.15
2022-01-07 11:00:00,52.67,81.16,7.67,7.16,14.83
2022-01-07 12:00:00,55.57,106.14,8.42,7.65,16.06
2022-01-07 13:00:00,55.74,67.1,7.81,8.03,15.84
2022-01-07 14:00:00,44.48,65.31,10.82,11.83,22.67
2022-01-07 15:00:00,47.44,78.94,6.04,10.95,16.98
2022-01-07 16:00:00,23.09,53.2,5.95,12.28,18.23
2022-01-07 17:00:00,32.42,46.5,7.91,18.48,26.39
2022-01-07 18:00:00,48.14,74.64,12.86,23.33,36.19
2022-01-07 19:00:00,61.04,112.75,28.11,27.26,55.37
2022-01-07 20:00:00,39.45,122.82,25.34,25.48,50.83
2022-01-07 21:00:00,38.67,79.94,22.6,22.93,45.53
2022-01-07 22:00:00,38.23,66.98,11.52,17.86,29.38
2022-01-07 23:00:00,41.41,80.98,14.34,21.69,36.04
2022-01-08 00:00:00,41.45,78.38,7.33,14.78,22.12
2022-01-08 01:00:00,27.02,56.52,11.71,16.71,28.41
2022-01-08 02:00:00,42.96,45.42,18.15,20.75,38.84
2022-01-08 03:00:00,42.58,52.56,25.66,26.91,52.6
2022-01-08 04:00:00,39.3,57.5,15.9,19.89,35.81
2022-01-08 05:00:00,32.85,40.28,19.19,20.25,39.43
2022-01-08 06:00:00,25.8,38.2,29.95,23.09,53.02
2022-01-08 07:00:00,35.2,31.38,27.62,20.5,48.13
2022-01-08 08:00:00,38.33,57.42,24.58,20.09,44.68
2022-01-08 09:00:00,29.75,32.7,25.59,20.33,45.92
2022-01-08 10:00:00,31.09,33.42,42.91,28.9,71.76
2022-01-08 11:00:00,32.19,42.68,39.34,21.63,60.98
2022-01-08 12:00:00,51.75,73.11,125.32,36.86,146.46
2022-01-08 13:00:00,45.23,46.95,55.37,18.5,73.91
2022-01-08 14:00:00,45.17,48.77,44.9,20.24,65.16
2022-01-08 15:00:00,40.39,43.45,26.77,14.37,41.15
2022-01-08 16:00:00,38.33,40.28,21.96,17.74,39.7
2022-01-08 17:00:00,31.86,56.23,17.51,17.92,35.42
2022-01-08 18:00:00,37.2,54.12,17.09,17.5,34.6
2022-01-08 19:00:00,35.47,41.16,16.76,16.65,33.39
2022-01-08 20:00:00,30.22,36.12,13.5,13.8,27.3
2022-01-08 21:00:00,28.61,60.33,14.64,15.01,29.66
2022-01-08 22:00:00,29.8,52.22,10.96,12.07,23.03
2022-01-08 23:00:00,23.77,37.81,29.0,17.85,46.81
2022-01-09 00:00:00,31.39,37.0,44.63,18.45,63.08
2022-01-09 01:00:00,35.28,35.1,24.01,15.04,39.09
2022-01-09 02:00:00,28.51,41.5,19.24,13.68,32.91
2022-01-09 03:00:00,39.73,42.49,28.7,13.47,42.14
2022-01-09 04:00:00,31.6,38.04,35.98,16.01,51.98
2022-01-09 05:00:00,42.49,42.48,42.05,15.69,57.69
2022-01-09 06:00:00,12.26,18.61,23.58,11.92,35.59
2022-01-09 07:00:00,8.06,15.62,51.46,15.09,66.52
2022-01-09 08:00:00,18.79,12.34,56.56,14.63,71.2
2022-01-09 09:00:00,22.76,19.83,55.0,14.2,69.18
2022-01-09 10:00:00,21.49,35.19,38.85,17.04,55.93
2022-01-09 11:00:00,19.71,27.62,29.94,18.66,48.61
2022-01-09 12:00:00,44.33,42.89,18.69,7.38,26.09
2022-01-09 13:00:00,38.17,47.31,22.8,8.11,30.85
2022-01-09 14:00:00,31.54,49.97,17.89,9.37,27.33
2022-01-09 15:00:00,26.84,43.68,14.2,10.4,24.62
2022-01-09 16:00:00,42.69,33.31,14.13,12.26,26.39
2022-01-09 17:00:00,38.05,43.76,17.52,14.78,32.29
2022-01-09 18:00:00,57.06,76.39,16.93,16.35,33.26
2022-01-09 19:00:00,60.19,91.18,14.16,15.05,29.2
2022-01-09 20:00:00,59.36,81.85,25.31,16.48,41.82
2022-01-09 21:00:00,64.11,81.87,18.24,14.15,32.39
2022-01-09 22:00:00,68.81,85.39,18.3,13.86,32.12
2022-01-09 23:00:00,56.33,88.88,11.63,12.86,24.52
2022-01-10 00:00:00,50.79,71.22,9.0,12.48,21.41
2022-01-10 01:00:00,48.88,61.51,19.84,16.19,36.09
2022-01-10 02:00:00,42.56,61.06,21.82,15.34,37.15
2022-01-10 03:00:00,46.11,59.43,18.52,14.69,33.19
2022-01-10 04:00:00,40.45,58.69,29.5,15.79,45.29
2022-01-10 05:00:00,52.0,78.79,27.94,15.45,43.4
2022-01-10 06:00:00,67.57,108.65,35.77,17.38,53.15
2022-01-10 07:00:00,65.11,92.78,40.12,18.1,58.17
2022-01-10 08:00:00,66.56,92.77,46.42,17.79,64.26
2022-01-10 09:00:00,78.39,100.68,27.23,16.46,43.64
2022-01-10 10:00:00,84.36,121.84,24.85,18.42,43.32
2022-01-10 11:00:00,76.35,104.15,20.15,18.51,38.66
2022-01-10 12:00:00,91.72,125.79,13.05,15.45,28.5
2022-01-10 13:00:00,81.69,135.91,13.4,17.33,30.72
2022-01-10 14:00:00,80.09,124.42,12.47,20.07,32.55
2022-01-10 15:00:00,71.31,103.48,11.32,25.74,37.06
2022-01-10 16:00:00,66.99,97.12,11.18,22.26,33.44
2022-01-10 17:00:00,59.76,108.4,35.13,99.61,134.72
2022-01-10 18:00:00,53.45,107.27,49.46,34.73,84.16
2022-01-10 19:00:00,65.01,133.88,65.47,30.53,95.93
2022-01-10 20:00:00,92.85,164.82,107.53,32.1,139.62
2022-01-10 21:00:00,94.48,168.69,139.67,32.31,171.95
2022-01-10 22:00:00,81.49,170.87,183.17,32.28,215.12
2022-01-10 23:00:00,92.32,216.33,253.15,32.55,285.96
2022-01-11 00:00:00,118.41,185.73,194.25,29.05,223.34
2022-01-11 01:00:00,121.45,154.95,112.25,24.28,136.6
2022-01-11 02:00:00,115.61,123.62,88.14,22.55,110.62
2022-01-11 03:00:00,89.41,167.98,89.18,22.65,111.95
2022-01-11 04:00:00,69.11,117.07,50.79,19.71,70.5
2022-01-11 05:00:00,58.46,66.29,58.67,19.06,77.73
2022-01-11 06:00:00,82.61,92.13,56.47,18.12,74.59
2022-01-11 07:00:00,63.48,104.26,56.2,17.84,74.07
2022-01-11 08:00:00,63.51,106.96,31.91,16.62,48.53
2022-01-11 09:00:00,59.69,77.88,38.77,20.19,58.95
2022-01-11 10:00:00,72.44,125.26,32.62,33.8,66.45
2022-01-11 11:00:00,94.5,144.74,19.82,38.11,57.94
2022-01-11 12:00:00,79.95,142.12,12.83,22.04,34.88
2022-01-11 13:00:00,66.09,102.88,12.8,22.2,35.0
2022-01-11 14:00:00,66.39,93.21,7.77,20.63,28.41
2022-01-11 15:00:00,62.21,89.33,7.21,19.33,26.54
2022-01-11 16:00:00,63.05,116.73,7.29,18.51,25.8
2022-01-11 17:00:00,50.04,97.44,7.14,14.07,21.21
2022-01-11 18:00:00,60.36,83.64,8.65,17.35,26.01
2022-01-11 19:00:00,67.88,105.93,11.04,18.07,29.11
2022-01-11 20:00:00,57.95,108.14,8.36,16.2,24.55
2022-01-11 21:00:00,50.17,106.47,10.44,17.48,27.93
2022-01-11 22:00:00,66.58,108.6,7.5,14.18,21.69
2022-01-11 23:00:00,73.89,101.17,7.69,15.02,22.71
2022-01-12 00:00:00,64.18,97.18,6.49,12.15,18.65
2022-01-12 01:00:00,51.58,97.0,5.72,12.08,17.79
2022-01-12 02:00:00,67.24,84.42,9.49,14.6,24.08
2022-01-12 03:00:00,66.39,76.87,15.06,16.21,31.23
2022-01-12 04:00:00,59.42,81.0,27.06,18.91,45.99
2022-01-12 05:00:00,59.5,95.27,42.49,19.64,62.14
2022-01-12 06:00:00,60.69,109.06,37.47,16.76,54.19
2022-01-12 07:00:00,53.33,117.23,80.81,20.44,101.23
2022-01-12 08:00:00,62.33,108.08,33.58,20.87,54.51
2022-01-12 09:00:00,67.86,117.86,27.16,25.65,52.8
2022-01-12 10:00:00,80.0,158.64,23.84,21.92,45.78
2022-01-12 11:00:00,63.39,116.99,12.46,15.85,28.3
2022-01-12 12:00:00,61.03,93.29,11.77,16.88,28.66
2022-01-12 13:00:00,74.0,110.7,12.62,21.85,34.47
2022-01-12 14:00:00,77.75,121.93,13.44,20.63,34.06
2022-01-12 15:00:00,65.48,109.86,9.13,19.84,28.99
2022-01-12 16:00:00,64.39,103.27,8.25,19.65,27.87
2022-01-12 17:00:00,62.96,96.89,10.48,25.03,35.53
2022-01-12 18:00:00,66.49,107.33,38.37,33.89,72.17
2022-01-12 19:00:00,72.9,189.37,128.92,41.87,170.73
2022-01-12 20:00:00,101.88,288.72,346.33,49.29,357.97
2022-01-12 21:00:00,125.53,307.73,382.7,50.19,394.64
2022-01-12 22:00:00,165.4,387.73,366.52,48.9,379.18
2022-01-12 23:00:00,181.85,361.76,384.6,46.88,428.26
2022-01-13 00:00:00,214.59,471.54,444.11,47.19,468.59
2022-01-13 01:00:00,203.82,424.32,376.07,43.12,419.24
2022-01-13 02:00:00,182.78,338.46,342.39,38.54,380.76
2022-01-13 03:00:00,177.09,357.27,365.93,35.82,401.87
2022-01-13 04:00:00,179.23,373.94,281.63,33.76,315.8
2022-01-13 05:00:00,121.55,186.87,76.97,29.53,106.48
2022-01-13 06:00:00,105.48,127.11,89.23,33.08,122.32
2022-01-13 07:00:00,112.36,122.13,137.75,30.34,168.03
2022-01-13 08:00:00,129.75,173.8,144.27,27.59,171.86
2022-01-13 09:00:00,150.98,219.8,123.25,40.05,163.38
2022-01-13 10:00:00,159.03,221.66,58.83,60.7,119.62
2022-01-13 11:00:00,130.03,168.86,21.8,34.97,56.79
2022-01-13 12:00:00,105.66,151.29,13.21,27.1,40.33
2022-01-13 13:00:00,112.54,183.21,12.19,29.23,41.42
2022-01-13 14:00:00,111.9,191.42,8.12,26.06,34.18
2022-01-13 15:00:00,140.03,180.75,7.6,28.06,35.67
2022-01-13 16:00:00,122.1,157.28,10.98,32.27,43.23
2022-01-13 17:00:00,126.11,187.74,18.47,54.63,73.11
2022-01-13 18:00:00,199.48,313.92,56.35,63.62,119.81
2022-01-13 19:00:00,203.6,347.99,167.92,65.24,233.14
2022-01-13 20:00:00,214.89,375.11,114.61,58.68,173.22
2022-01-13 21:00:00,213.65,375.26,178.0,57.25,235.29
2022-01-13 22:00:00,261.26,397.93,142.84,50.24,193.13
2022-01-13 23:00:00,298.56,380.82,78.96,38.43,117.43
2022-01-14 00:00:00,218.68,303.53,79.33,33.24,112.62
2022-01-14 01:00:00,173.03,271.56,69.15,27.57,96.68
2022-01-14 02:00:00,154.52,258.63,143.47,27.11,170.38
2022-01-14 03:00:00,166.61,354.42,247.63,28.08,275.68
2022-01-14 04:00:00,180.29,363.6,279.48,30.26,309.71
2022-01-14 05:00:00,167.26,333.61,210.25,25.3,235.4
2022-01-14 06:00:00,182.28,311.52,249.71,31.04,281.09
2022-01-14 07:00:00,177.55,245.61,133.48,28.86,162.36
2022-01-14 08:00:00,166.99,204.85,103.58,25.06,128.72
2022-01-14 09:00:00,114.05,160.11,66.85,34.35,101.22
2022-01-14 10:00:00,153.44,320.03,51.35,39.14,90.48
2022-01-14 11:00:00,134.37,242.92,30.61,41.52,72.17
2022-01-14 12:00:00,190.14,236.65,28.44,34.04,62.46
2022-01-14 13:00:00,217.0,268.0,19.99,46.37,66.38
2022-01-14 14:00:00,283.23,390.94,11.15,36.93,48.1
2022-01-14 15:00:00,222.82,362.09,8.24,30.31,38.56
2022-01-14 16:00:00,213.87,267.09,10.25,27.44,37.68
2022-01-14 17:00:00,220.29,231.63,12.85,25.41,38.26
2022-01-14 18:00:00,158.61,265.89,71.95,30.7,102.54
2022-01-14 19:00:00,96.93,300.15,131.05,35.99,166.82
2022-01-14 20:00:00,141.02,337.42,140.25,34.8,175.24
2022-01-14 21:00:00,157.55,345.78,155.58,35.13,190.5
2022-01-14 22:00:00,143.98,318.09,105.94,32.33,138.53
2022-01-14 23:00:00,128.26,275.08,127.62,31.2,158.55
2022-01-15 00:00:00,183.24,380.49,238.97,31.9,270.98
2022-01-15 01:00:00,171.19,287.73,60.57,20.52,81.27
2022-01-15 02:00:00,108.95,149.8,26.94,14.92,41.86
2022-01-15 03:00:00,55.17,107.08,21.24,13.24,34.48
2022-01-15 04:00:00,48.06,108.09,28.19,15.43,43.61
2022-01-15 05:00:00,59.5,81.68,24.8,16.76,41.53
2022-01-15 06:00:00,72.23,104.21,25.87,17.93,43.82
2022-01-15 07:00:00,69.67,111.04,15.07,17.43,32.52
2022-01-15 08:00:00,66.01,103.69,18.66,17.41,36.07
2022-01-15 09:00:00,67.64,100.12,25.73,17.44,43.17
2022-01-15 10:00:00,87.62,110.71,17.03,15.25,32.26
2022-01-15 11:00:00,86.45,121.09,20.24,16.73,36.95
2022-01-15 12:00:00,91.94,137.07,20.12,17.27,37.43
2022-01-15 13:00:00,92.21,132.39,22.92,20.76,43.66
2022-01-15 14:00:00,101.72,140.46,19.11,23.31,42.45
2022-01-15 15:00:00,104.57,149.0,15.94,21.67,37.6
2022-01-15 16:00:00,111.96,162.11,15.2,19.68,34.9
2022-01-15 17:00:00,103.85,167.31,15.36,21.19,36.56
2022-01-15 18:00:00,93.85,150.97,15.42,19.06,34.48
2022-01-15 19:00:00,88.1,130.34,19.38,18.55,37.94
2022-01-15 20:00:00,87.97,133.17,15.01,16.85,31.86
2022-01-15 21:00:00,99.89,149.14,18.83,18.19,37.03
2022-01-15 22:00:00,132.86,168.1,17.29,16.88,34.17
2022-01-15 23:00:00,120.25,146.57,17.13,16.64,33.74
2022-01-16 00:00:00,113.16,143.5,14.92,16.01,30.97
2022-01-16 01:00:00,92.78,131.36,9.1,11.96,21.07
2022-01-16 02:00:00,71.33,102.75,8.98,11.44,20.42
2022-01-16 03:00:00,66.37,82.7,10.16,11.34,21.49
2022-01-16 04:00:00,78.8,116.02,11.55,12.4,23.96
2022-01-16 05:00:00,91.88,135.52,14.67,13.65,28.31
2022-01-16 06:00:00,104.29,151.87,18.31,13.87,32.17
2022-01-16 07:00:00,92.49,129.83,15.0,14.18,29.16
2022-01-16 08:00:00,77.53,107.09,22.08,15.0,37.08
2022-01-16 09:00:00,84.37,109.03,17.67,13.85,31.51
2022-01-16 10:00:00,81.3,122.18,13.67,14.18,27.86
2022-01-16 11:00:00,77.41,112.01,16.03,15.08,31.1
2022-01-16 12:00:00,69.19,97.78,12.4,13.78,26.18
2022-01-16 13:00:00,85.74,114.64,13.81,16.25,30.05
2022-01-16 14:00:00,81.8,126.61,15.21,18.01,33.24
2022-01-16 15:00:00,83.13,121.71,9.1,15.64,24.74
2022-01-16 16:00:00,75.39,113.2,8.97,20.71,29.68
2022-01-16 17:00:00,87.03,126.31,26.21,32.43,58.64
2022-01-16 18:00:00,87.98,159.06,87.2,34.9,121.98
2022-01-16 19:00:00,123.08,229.43,57.23,34.56,91.86
2022-01-16 20:00:00,149.33,245.0,44.96,31.76,76.73
2022-01-16 21:00:00,222.68,276.13,58.73,32.83,91.53
2022-01-16 22:00:00,257.39,319.23,79.97,32.71,112.67
2022-01-16 23:00:00,225.09,332.9,57.55,26.69,84.28
2022-01-17 00:00:00,143.79,258.15,59.65,21.52,81.15
2022-01-17 01:00:00,140.52,234.76,64.96,21.52,86.51
2022-01-17 02:00:00,133.27,213.94,31.73,16.03,47.79
2022-01-17 03:00:00,92.27,139.91,22.21,13.58,35.78
2022-01-17 04:00:00,77.11,124.25,25.52,14.77,40.3
2022-01-17 05:00:00,84.56,134.45,18.56,16.12,34.68
2022-01-17 06:00:00,113.3,153.21,14.28,14.65,28.93
2022-01-17 07:00:00,106.62,143.82,11.96,14.03,25.99
2022-01-17 08:00:00,91.99,121.37,11.07,15.19,26.26
2022-01-17 09:00:00,99.59,135.77,14.4,16.09,30.48
2022-01-17 10:00:00,94.49,134.19,11.41,16.85,28.26
2022-01-17 11:00:00,93.14,157.92,16.75,21.49,38.23
2022-01-17 12:00:00,92.42,144.32,14.43,21.41,35.83
2022-01-17 13:00:00,96.64,131.91,17.29,30.5,47.8
2022-01-17 14:00:00,99.54,152.57,11.51,30.06,41.57
2022-01-17 15:00:00,99.83,137.28,7.89,27.38,35.27
2022-01-17 16:00:00,81.46,117.34,10.32,38.83,49.15
2022-01-17 17:00:00,113.26,135.83,8.55,29.88,38.4
2022-01-17 18:00:00,107.28,132.07,35.99,34.23,70.21
2022-01-17 19:00:00,135.66,162.29,20.81,30.25,51.06
2022-01-17 20:00:00,150.52,189.39,14.1,27.27,41.37
2022-01-17 21:00:00,149.54,206.49,26.52,24.96,51.46
2022-01-17 22:00:00,131.61,175.3,32.76,20.48,53.24
2022-01-17 23:00:00,119.59,167.31,82.73,20.84,103.53
2022-01-18 00:00:00,116.43,221.77,30.02,21.87,51.96
2022-01-18 01:00:00,125.14,205.02,17.99,20.67,38.66
2022-01-18 02:00:00,153.85,227.44,12.08,18.69,30.77
2022-01-18 03:00:00,150.57,221.58,11.17,16.88,28.04
2022-01-18 04:00:00,138.71,209.56,8.09,15.55,23.66
2022-01-18 05:00:00,151.72,230.22,10.32,19.2,29.52
2022-01-18 06:00:00,181.75,251.24,15.34,21.28,36.61
2022-01-18 07:00:00,164.99,227.13,13.22,19.5,32.71
2022-01-18 08:00:00,135.26,216.45,17.27,20.28,37.56
2022-01-18 09:00:00,131.76,188.45,16.08,19.59,35.68
2022-01-18 10:00:00,135.45,179.64,13.82,18.52,32.34
2022-01-18 11:00:00,139.17,203.62,13.33,19.04,32.37
2022-01-18 12:00:00,166.54,257.27,11.2,21.47,32.68
2022-01-18 13:00:00,165.48,277.75,11.1,23.45,34.55
