Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb)
2022-07-13 08:00:00,18.71,58.92,22.07,6.26,28.33
2022-07-13 09:00:00,8.58,37.3,19.66,7.58,27.24
2022-07-13 10:00:00,5.01,24.61,20.84,7.73,28.57
2022-07-13 11:00:00,14.93,39.73,15.76,5.22,20.97
2022-07-13 12:00:00,28.75,65.31,12.98,4.27,17.24
2022-07-13 13:00:00,27.03,44.21,10.74,5.03,15.76
2022-07-13 14:00:00,12.17,41.13,8.99,4.79,13.77
2022-07-13 15:00:00,8.42,33.56,9.04,4.93,13.97
2022-07-13 16:00:00,18.89,47.44,9.57,5.32,14.89
2022-07-13 17:00:00,35.54,106.57,10.31,5.01,15.32
2022-07-13 18:00:00,30.4,78.52,12.13,6.43,18.56
2022-07-13 19:00:00,27.41,89.79,11.88,6.53,18.41
2022-07-13 20:00:00,22.51,69.69,12.34,6.03,18.38
2022-07-13 21:00:00,19.4,74.93,12.52,5.82,18.34
2022-07-13 22:00:00,24.05,60.03,13.07,4.67,17.74
2022-07-13 23:00:00,31.86,70.06,14.7,4.65,19.35
2022-07-14 00:00:00,35.82,80.33,14.7,3.87,18.57
2022-07-14 01:00:00,32.26,75.77,15.0,4.64,19.64
2022-07-14 02:00:00,27.27,68.86,14.73,4.34,19.07
2022-07-14 03:00:00,19.66,67.27,15.47,4.2,19.67
2022-07-14 04:00:00,32.7,83.14,15.37,3.1,18.47
2022-07-14 05:00:00,34.29,75.94,15.46,3.02,18.47
2022-07-14 06:00:00,36.43,75.19,15.36,3.13,18.49
2022-07-14 07:00:00,25.13,68.71,14.84,3.89,18.73
2022-07-14 08:00:00,22.73,72.15,13.18,4.47,17.65
2022-07-14 09:00:00,16.83,71.87,10.66,3.88,14.54
2022-07-14 10:00:00,25.3,92.11,10.3,4.47,14.77
2022-07-14 11:00:00,29.25,72.33,9.74,4.05,13.79
2022-07-14 12:00:00,31.04,78.74,9.36,5.68,15.03
2022-07-14 13:00:00,22.29,64.73,7.8,5.39,13.19
2022-07-14 14:00:00,55.84,495.22,8.34,5.55,13.89
2022-07-14 15:00:00,8.81,104.69,10.01,5.04,15.05
2022-07-14 16:00:00,13.47,63.65,10.64,5.04,15.68
2022-07-14 17:00:00,26.56,71.5,11.33,5.49,16.82
2022-07-14 18:00:00,33.12,89.79,11.59,5.94,17.53
2022-07-14 19:00:00,35.47,99.09,11.8,5.34,17.14
2022-07-14 20:00:00,19.76,71.89,12.38,5.56,17.95
2022-07-14 21:00:00,31.12,93.94,13.78,4.43,18.22
2022-07-14 22:00:00,20.91,58.13,15.36,3.71,19.06
2022-07-14 23:00:00,27.51,59.33,14.95,3.68,18.63
2022-07-15 00:00:00,17.98,53.49,13.99,3.26,17.25
2022-07-15 01:00:00,16.71,54.37,13.94,3.6,17.53
2022-07-15 02:00:00,20.31,61.82,15.8,3.94,19.75
2022-07-15 03:00:00,26.0,71.42,19.37,4.38,23.76
2022-07-15 04:00:00,27.49,60.35,20.1,4.67,24.77
2022-07-15 05:00:00,14.09,72.99,20.2,5.06,25.26
2022-07-15 06:00:00,20.13,62.94,16.41,3.38,19.78
2022-07-15 07:00:00,8.01,61.1,14.9,3.22,18.12
2022-07-15 08:00:00,9.06,70.96,13.03,3.79,16.81
2022-07-15 09:00:00,22.79,98.0,12.27,3.8,16.07
2022-07-15 10:00:00,26.46,83.07,11.1,3.99,15.09
2022-07-15 11:00:00,31.45,83.0,9.76,4.85,14.61
2022-07-15 12:00:00,22.91,81.76,8.6,5.33,13.93
2022-07-15 13:00:00,22.71,70.0,8.04,4.94,12.98
2022-07-15 14:00:00,13.02,66.83,8.05,5.14,13.19
2022-07-15 15:00:00,24.0,119.34,8.68,4.12,12.8
2022-07-15 16:00:00,26.82,93.2,8.87,4.33,13.21
2022-07-15 17:00:00,35.11,77.36,9.16,4.51,13.67
2022-07-15 18:00:00,24.02,78.47,9.16,5.95,15.11
2022-07-15 19:00:00,18.09,80.93,9.82,5.81,15.63
2022-07-15 20:00:00,21.95,62.66,11.01,5.15,16.16
2022-07-15 21:00:00,34.91,89.61,11.68,4.81,16.49
2022-07-15 22:00:00,37.44,108.55,12.94,4.79,17.73
2022-07-15 23:00:00,37.65,86.48,12.51,5.5,18.01
2022-07-16 00:00:00,18.46,82.55,12.31,4.58,16.89
2022-07-16 01:00:00,20.16,74.58,12.55,4.52,17.07
2022-07-16 02:00:00,24.93,92.55,14.19,3.98,18.17
2022-07-16 03:00:00,29.11,83.5,13.9,3.85,17.76
2022-07-16 04:00:00,27.2,73.61,12.73,3.18,15.91
2022-07-16 05:00:00,30.02,59.5,10.82,3.71,14.53
2022-07-16 06:00:00,17.75,40.45,9.94,3.54,13.47
2022-07-16 07:00:00,8.48,26.69,10.85,3.43,14.29
2022-07-16 08:00:00,20.13,60.74,11.14,3.33,14.48
2022-07-16 09:00:00,39.04,82.55,10.55,4.1,14.64
2022-07-16 10:00:00,25.97,66.47,9.56,3.68,13.24
2022-07-16 11:00:00,30.98,75.9,9.24,3.96,13.2
2022-07-16 12:00:00,39.36,113.58,9.22,3.59,12.82
2022-07-16 13:00:00,24.14,48.64,10.27,2.8,13.07
2022-07-16 14:00:00,5.41,10.83,10.46,3.39,13.85
2022-07-16 15:00:00,1.12,4.89,12.6,3.78,16.38
2022-07-16 16:00:00,12.93,31.58,14.73,3.79,18.52
2022-07-16 17:00:00,15.64,32.59,15.51,3.67,19.18
2022-07-16 18:00:00,19.85,32.74,17.3,3.56,20.86
2022-07-16 19:00:00,25.19,42.46,16.95,4.05,21.0
2022-07-16 20:00:00,21.75,48.24,16.62,3.78,20.4
2022-07-16 21:00:00,25.32,75.55,17.43,3.89,21.32
2022-07-16 22:00:00,24.3,69.52,18.67,4.19,22.86
2022-07-16 23:00:00,30.36,71.77,18.43,3.84,22.27
2022-07-17 00:00:00,23.89,79.71,19.63,3.74,23.37
2022-07-17 01:00:00,30.62,69.55,19.44,3.04,22.48
2022-07-17 02:00:00,21.15,66.28,18.46,3.3,21.76
2022-07-17 03:00:00,16.56,63.02,18.29,3.27,21.56
2022-07-17 04:00:00,15.4,63.62,18.33,3.24,21.57
2022-07-17 05:00:00,26.61,34.71,17.59,3.02,20.61
2022-07-17 06:00:00,18.87,39.66,15.69,2.82,18.51
2022-07-17 07:00:00,7.9,25.45,13.48,2.18,15.65
2022-07-17 08:00:00,1.9,5.74,12.11,1.92,14.03
2022-07-17 09:00:00,5.2,9.83,10.72,1.97,12.69
2022-07-17 10:00:00,16.59,24.84,12.06,3.56,15.62
2022-07-17 11:00:00,29.39,63.09,12.9,3.86,16.77
2022-07-17 12:00:00,48.63,73.34,11.54,4.06,15.6
2022-07-17 13:00:00,39.69,63.52,10.52,4.97,15.49
2022-07-17 14:00:00,20.69,46.51,10.01,4.49,14.51
2022-07-17 15:00:00,20.15,45.15,9.94,4.49,14.43
2022-07-17 16:00:00,42.6,83.66,10.22,4.47,14.69
2022-07-17 17:00:00,44.17,87.32,10.45,4.43,14.88
2022-07-17 18:00:00,38.87,73.61,10.5,5.01,15.51
2022-07-17 19:00:00,32.18,72.4,11.24,6.0,17.24
2022-07-17 20:00:00,22.55,75.41,11.8,5.22,17.03
2022-07-17 21:00:00,15.78,60.05,13.52,4.54,18.06
2022-07-17 22:00:00,31.56,73.48,15.12,4.2,19.32
2022-07-17 23:00:00,35.97,70.29,15.01,3.4,18.41
2022-07-18 00:00:00,31.63,65.78,14.43,3.27,17.7
2022-07-18 01:00:00,26.36,57.85,13.92,3.26,17.18
2022-07-18 02:00:00,17.7,52.25,14.0,3.55,17.56
2022-07-18 03:00:00,27.21,60.83,16.2,3.76,19.96
2022-07-18 04:00:00,45.44,78.56,17.45,3.2,20.65
2022-07-18 05:00:00,41.83,93.07,18.14,2.54,20.68
2022-07-18 06:00:00,44.09,73.31,17.47,2.94,20.41
2022-07-18 07:00:00,25.16,79.41,16.91,3.02,19.93
2022-07-18 08:00:00,35.29,106.77,16.4,4.38,20.77
2022-07-18 09:00:00,39.8,100.89,15.19,4.87,20.05
2022-07-18 10:00:00,31.55,87.18,13.3,4.62,17.91
2022-07-18 11:00:00,36.49,88.39,11.67,4.34,16.0
2022-07-18 12:00:00,42.32,80.08,10.9,5.55,16.45
2022-07-18 13:00:00,29.05,70.0,10.15,5.52,15.66
2022-07-18 14:00:00,27.43,62.45,9.6,5.48,15.08
2022-07-18 15:00:00,22.62,68.25,9.18,5.09,14.27
2022-07-18 16:00:00,34.47,77.32,9.09,5.15,14.25
2022-07-18 17:00:00,32.3,85.95,9.77,5.28,15.04
2022-07-18 18:00:00,35.01,89.56,10.13,5.83,15.96
2022-07-18 19:00:00,27.07,107.19,11.63,7.12,18.75
2022-07-18 20:00:00,34.73,159.37,15.67,7.97,23.64
2022-07-18 21:00:00,37.02,165.26,15.33,6.79,22.13
2022-07-18 22:00:00,47.04,122.86,16.2,5.51,21.71
2022-07-18 23:00:00,46.91,104.89,15.77,4.49,20.26
2022-07-19 00:00:00,45.22,114.56,15.86,4.89,20.75
2022-07-19 01:00:00,44.41,118.67,16.32,4.21,20.53
2022-07-19 02:00:00,44.91,114.7,16.71,4.7,21.41
2022-07-19 03:00:00,46.99,123.19,18.14,4.32,22.46
2022-07-19 04:00:00,49.69,127.9,18.98,3.63,22.61
2022-07-19 05:00:00,46.39,136.24,19.02,3.78,22.8
2022-07-19 06:00:00,47.39,141.37,17.05,3.44,20.49
2022-07-19 07:00:00,29.18,99.46,15.31,3.49,18.8
2022-07-19 08:00:00,26.87,75.57,14.56,3.88,18.44
2022-07-19 09:00:00,28.83,74.59,12.98,3.85,16.83
2022-07-19 10:00:00,27.89,66.93,11.65,3.96,15.62
2022-07-19 11:00:00,35.29,73.64,11.1,4.45,15.56
2022-07-19 12:00:00,37.99,81.67,10.47,5.05,15.53
2022-07-19 13:00:00,25.4,61.61,9.44,5.53,14.97
2022-07-19 14:00:00,33.59,86.75,9.09,4.88,13.97
2022-07-19 15:00:00,13.57,27.36,8.97,3.15,12.11
2022-07-19 16:00:00,13.6,57.87,9.67,3.77,13.44
2022-07-19 17:00:00,25.02,54.7,9.88,3.63,13.52
2022-07-19 18:00:00,23.88,51.37,10.38,3.66,14.04
2022-07-19 19:00:00,35.18,77.88,10.99,3.94,14.94
2022-07-19 20:00:00,32.39,111.79,15.79,4.66,20.45
2022-07-19 21:00:00,43.22,151.09,17.66,4.84,22.51
2022-07-19 22:00:00,51.02,175.27,16.01,4.75,20.75
2022-07-19 23:00:00,44.12,120.34,14.86,4.19,19.05
2022-07-20 00:00:00,43.93,120.003,15.985,4.619,22.898
2022-07-20 01:00:00,43.741,119.665,17.11,5.049,26.747
2022-07-20 02:00:00,43.551,119.328,18.235,5.478,30.595
2022-07-20 03:00:00,43.361,118.991,19.361,5.908,34.444
2022-07-20 04:00:00,43.171,118.653,20.486,6.337,38.292
2022-07-20 05:00:00,42.982,118.316,21.611,6.767,42.141
2022-07-20 06:00:00,42.792,117.978,22.736,7.196,45.989
2022-07-20 07:00:00,42.602,117.641,23.861,7.626,49.837
2022-07-20 08:00:00,42.412,117.304,24.986,8.055,53.686
2022-07-20 09:00:00,42.223,116.966,26.111,8.485,57.534
2022-07-20 10:00:00,42.033,116.629,27.236,8.914,61.383
2022-07-20 11:00:00,41.843,116.292,28.362,9.344,65.231
2022-07-20 12:00:00,41.653,115.954,29.487,9.773,69.079
2022-07-20 13:00:00,41.464,115.617,30.612,10.203,72.928
2022-07-20 14:00:00,41.274,115.279,31.737,10.632,76.776
2022-07-20 15:00:00,41.084,114.942,32.862,11.062,80.625
2022-07-20 16:00:00,40.894,114.605,33.987,11.491,84.473
2022-07-20 17:00:00,40.705,114.267,35.112,11.921,88.322
2022-07-20 18:00:00,40.515,113.93,36.237,12.35,92.17
2022-07-20 19:00:00,40.325,113.593,37.363,12.779,96.018
2022-07-20 20:00:00,40.136,113.255,38.488,13.209,99.867
2022-07-20 21:00:00,39.946,112.918,39.613,13.638,103.715
2022-07-20 22:00:00,39.756,112.581,40.738,14.068,107.564
2022-07-20 23:00:00,39.566,112.243,41.863,14.497,111.412
2022-07-21 00:00:00,39.377,111.906,42.988,14.927,115.261
2022-07-21 01:00:00,39.187,111.568,44.113,15.356,119.109
2022-07-21 02:00:00,38.997,111.231,45.238,15.786,122.957
2022-07-21 03:00:00,38.807,110.894,46.364,16.215,126.806
2022-07-21 04:00:00,38.618,110.556,47.489,16.645,130.654
2022-07-21 05:00:00,38.428,110.219,48.614,17.074,134.503
2022-07-21 06:00:00,38.238,109.882,49.739,17.504,138.351
2022-07-21 07:00:00,38.048,109.544,50.864,17.933,142.199
2022-07-21 08:00:00,37.859,109.207,51.989,18.363,146.048
2022-07-21 09:00:00,37.669,108.869,53.114,18.792,149.896
2022-07-21 10:00:00,37.479,108.532,54.239,19.222,153.745
2022-07-21 11:00:00,37.289,108.195,55.365,19.651,157.593
2022-07-21 12:00:00,37.1,107.857,56.49,20.081,161.442
2022-07-21 13:00:00,36.91,107.52,57.615,20.51,165.29
2022-07-21 14:00:00,29.41,81.01,58.74,25.31,80.87
2022-07-21 15:00:00,28.54,71.23,8.14,62.54,70.67
2022-07-21 16:00:00,27.67,61.45,12.82,140.63,153.44
2022-07-21 17:00:00,31.43,83.26,9.35,119.61,128.96
2022-07-21 18:00:00,40.84,123.51,12.1,127.74,139.83
2022-07-21 19:00:00,57.46,80.55,12.95,119.43,132.39
2022-07-21 20:00:00,22.19,73.35,16.07,128.34,144.4
2022-07-21 21:00:00,40.66,69.09,31.95,128.88,160.79
2022-07-21 22:00:00,31.11,81.7,56.1,126.07,182.15
2022-07-21 23:00:00,37.92,100.07,69.5,132.82,202.33
2022-07-22 00:00:00,60.09,127.65,93.52,139.37,232.9
2022-07-22 01:00:00,48.11,132.0,70.97,131.01,201.98
2022-07-22 02:00:00,45.13,136.8,60.94,113.36,174.22
2022-07-22 03:00:00,74.51,156.47,138.52,106.03,244.52
2022-07-22 04:00:00,72.65,171.41,169.21,96.55,265.64
2022-07-22 05:00:00,74.23,174.77,142.58,91.76,234.46
2022-07-22 06:00:00,85.15,160.31,138.29,92.84,231.11
2022-07-22 07:00:00,56.53,130.66,147.08,101.95,248.96
2022-07-22 08:00:00,67.27,135.11,145.62,106.44,252.14
2022-07-22 09:00:00,70.94,131.15,111.74,97.95,209.77
2022-07-22 10:00:00,54.13,99.03,90.03,93.73,183.77
2022-07-22 11:00:00,58.88,120.55,77.76,90.12,167.87
2022-07-22 12:00:00,61.63,97.97,86.91,96.12,183.06
2022-07-22 13:00:00,34.76,53.17,106.88,86.66,193.47
2022-07-22 14:00:00,6.87,40.22,73.85,73.33,147.26
2022-07-22 15:00:00,35.94,58.81,60.06,83.83,143.89
2022-07-22 16:00:00,40.08,64.68,82.57,99.25,181.79
2022-07-22 17:00:00,28.08,61.44,67.84,113.06,180.92
2022-07-22 18:00:00,33.74,64.45,72.3,108.36,180.64
2022-07-22 19:00:00,32.89,81.13,100.59,115.46,215.99
2022-07-22 20:00:00,31.26,68.89,130.02,94.88,224.83
2022-07-22 21:00:00,27.49,55.12,179.13,81.07,260.13
2022-07-22 22:00:00,23.77,65.47,211.51,82.27,293.78
2022-07-22 23:00:00,33.34,76.92,175.1,83.83,259.03
2022-07-23 00:00:00,25.78,56.48,171.75,75.43,247.12
2022-07-23 01:00:00,29.63,85.57,129.19,77.38,206.7
2022-07-23 02:00:00,18.45,61.66,111.05,68.43,179.49
2022-07-23 03:00:00,16.67,56.7,107.91,58.57,166.47
2022-07-23 04:00:00,19.51,60.0,103.22,54.24,157.48
2022-07-23 05:00:00,32.9,60.08,115.14,57.49,172.57
2022-07-23 06:00:00,25.97,69.94,115.5,56.94,172.46
2022-07-23 07:00:00,26.37,54.45,114.68,51.54,166.22
2022-07-23 08:00:00,21.13,29.87,110.31,50.83,161.14
2022-07-23 09:00:00,29.13,44.51,89.46,56.15,145.66
2022-07-23 10:00:00,31.73,68.66,80.85,56.06,136.93
2022-07-23 11:00:00,33.31,77.41,77.46,63.18,140.64
2022-07-23 12:00:00,26.19,73.96,61.35,59.35,120.7
2022-07-23 13:00:00,22.1,62.33,49.14,57.36,106.52
2022-07-23 14:00:00,16.14,58.12,36.69,50.43,87.13
2022-07-23 15:00:00,33.14,79.18,29.27,49.66,78.94
2022-07-23 16:00:00,35.56,74.59,23.62,51.41,75.03
2022-07-23 17:00:00,29.58,75.39,29.84,64.23,94.07
2022-07-23 18:00:00,30.22,89.53,45.92,73.96,119.86
2022-07-23 19:00:00,29.02,89.06,67.4,79.99,147.34
2022-07-23 20:00:00,28.63,100.3,71.63,79.49,151.13
2022-07-23 21:00:00,30.24,100.94,75.87,80.71,156.52
2022-07-23 22:00:00,29.06,95.11,85.94,77.18,163.19
2022-07-23 23:00:00,24.08,81.38,79.04,75.29,154.32
2022-07-24 00:00:00,24.79,80.37,93.57,69.09,162.57
2022-07-24 01:00:00,21.9,51.19,96.52,55.59,152.2
2022-07-24 02:00:00,20.47,58.8,92.18,46.98,139.17
2022-07-24 03:00:00,26.19,59.3,81.08,48.87,129.93
2022-07-24 04:00:00,22.39,60.79,81.01,57.78,138.77
2022-07-24 05:00:00,8.21,70.59,79.65,49.69,129.33
2022-07-24 06:00:00,11.46,63.01,88.13,53.39,141.52
2022-07-24 07:00:00,13.14,63.23,77.09,50.82,127.93
2022-07-24 08:00:00,27.79,75.15,70.42,50.36,120.8
2022-07-24 09:00:00,23.91,64.26,51.27,47.35,98.64
2022-07-24 10:00:00,23.74,58.54,40.08,50.61,90.71
2022-07-24 11:00:00,37.23,65.43,42.02,54.39,96.38
2022-07-24 12:00:00,18.53,75.55,46.6,67.01,113.64
2022-07-24 13:00:00,28.4,87.23,37.53,62.89,100.44
2022-07-24 14:00:00,31.43,75.86,26.5,56.24,82.76
2022-07-24 15:00:00,32.82,69.69,22.08,47.73,69.81
2022-07-24 16:00:00,22.28,52.71,20.91,52.51,73.42
2022-07-24 17:00:00,35.8,81.65,30.42,69.68,100.09
2022-07-24 18:00:00,25.63,55.31,40.02,58.37,98.4
2022-07-24 19:00:00,11.26,27.11,45.63,55.73,101.2
2022-07-24 20:00:00,7.24,16.14,102.88,68.87,171.84
2022-07-24 21:00:00,16.46,44.15,133.26,67.93,201.06
2022-07-24 22:00:00,21.22,71.07,147.78,70.54,218.33
2022-07-24 23:00:00,20.62,79.54,171.62,81.89,253.53
2022-07-25 00:00:00,24.62,80.27,120.75,80.79,201.6
2022-07-25 01:00:00,24.92,74.52,93.33,56.78,150.14
2022-07-25 02:00:00,28.3,66.41,76.56,45.53,122.13
2022-07-25 03:00:00,26.04,62.29,74.78,43.92,118.68
2022-07-25 04:00:00,18.42,61.4,77.66,45.37,123.04
2022-07-25 05:00:00,16.58,54.63,72.85,45.63,118.48
2022-07-25 06:00:00,26.26,68.34,78.86,47.41,126.27
2022-07-25 07:00:00,31.0,74.48,72.82,45.05,117.87
2022-07-25 08:00:00,22.15,76.01,77.66,46.89,124.54
2022-07-25 09:00:00,30.37,64.35,55.52,45.79,101.35
2022-07-25 10:00:00,22.44,54.1,57.63,57.27,114.89
2022-07-25 11:00:00,17.41,50.61,36.71,50.86,87.6
2022-07-25 12:00:00,21.3,50.68,37.68,62.46,100.15
2022-07-25 13:00:00,33.61,79.05,39.35,60.99,100.35
2022-07-25 14:00:00,31.13,77.84,31.06,53.72,84.8
2022-07-25 15:00:00,27.39,72.65,28.73,54.7,83.42
2022-07-25 16:00:00,20.97,91.13,33.52,69.6,103.13
2022-07-25 17:00:00,26.75,113.95,35.54,77.14,112.67
2022-07-25 18:00:00,22.9,106.39,51.45,82.9,134.32
2022-07-25 19:00:00,29.46,133.1,63.37,85.17,148.56
2022-07-25 20:00:00,27.46,109.77,54.09,67.58,121.68
2022-07-25 21:00:00,30.77,64.46,34.01,45.41,79.36
2022-07-25 22:00:00,12.32,17.96,99.08,65.46,164.41
2022-07-25 23:00:00,14.16,36.61,137.7,66.28,204.03
2022-07-26 00:00:00,18.81,67.99,133.98,58.95,192.97
2022-07-26 01:00:00,28.09,82.02,85.34,54.11,139.5
2022-07-26 02:00:00,29.33,71.75,83.8,57.66,141.46
2022-07-26 03:00:00,27.15,76.79,94.76,66.07,160.79
2022-07-26 04:00:00,23.91,86.87,85.1,53.59,138.72
2022-07-26 05:00:00,18.84,79.52,92.58,54.25,146.81
2022-07-26 06:00:00,27.43,84.66,98.77,55.87,154.66
2022-07-26 07:00:00,31.31,75.31,80.76,51.46,132.2
2022-07-26 08:00:00,35.66,79.35,78.13,53.63,131.82
2022-07-26 09:00:00,32.62,63.81,62.14,48.63,110.78
2022-07-26 10:00:00,24.65,59.99,55.2,52.67,107.87
2022-07-26 11:00:00,24.61,66.13,59.01,59.77,118.78
2022-07-26 12:00:00,37.34,70.18,39.26,47.38,86.67
2022-07-26 13:00:00,36.71,56.95,30.48,47.42,77.91
2022-07-26 14:00:00,28.09,53.31,24.16,47.22,71.39
2022-07-26 15:00:00,18.68,36.2,23.5,42.53,66.03
2022-07-26 16:00:00,2.97,10.87,21.28,42.4,63.69
2022-07-26 17:00:00,16.65,49.14,19.44,51.08,70.53
2022-07-26 18:00:00,26.1,51.17,17.95,49.29,67.24
2022-07-26 19:00:00,20.99,54.45,26.0,62.39,88.37
2022-07-26 20:00:00,23.76,84.58,35.26,68.39,103.64
2022-07-26 21:00:00,24.71,104.02,76.77,78.84,155.58
2022-07-26 22:00:00,27.14,117.59,82.7,77.07,159.73
2022-07-26 23:00:00,31.17,142.78,105.2,74.21,179.34
2022-07-27 00:00:00,33.03,134.51,117.93,70.34,188.29
2022-07-27 01:00:00,36.9,142.66,108.2,70.08,178.31
2022-07-27 02:00:00,33.84,127.43,85.49,62.98,148.49
2022-07-27 03:00:00,27.82,93.68,75.73,52.32,128.07
2022-07-27 04:00:00,15.73,71.41,88.53,55.88,144.39
2022-07-27 05:00:00,27.52,102.13,80.2,49.08,129.28
2022-07-27 06:00:00,31.34,75.06,79.95,44.8,124.75
2022-07-27 07:00:00,30.29,82.32,74.4,44.43,118.85
2022-07-27 08:00:00,33.9,90.06,81.06,51.36,132.4
2022-07-27 09:00:00,44.22,144.56,77.12,55.84,133.0
2022-07-27 10:00:00,30.78,86.37,59.02,50.34,109.38
2022-07-27 11:00:00,27.38,59.41,47.03,50.44,97.47
2022-07-27 12:00:00,37.77,70.3,39.81,51.17,91.0
2022-07-27 13:00:00,23.69,69.91,32.76,47.33,80.09
2022-07-27 14:00:00,19.1,40.06,29.96,45.43,75.4
2022-07-27 15:00:00,13.95,36.32,26.01,43.64,69.66
2022-07-27 16:00:00,17.05,51.57,28.27,59.23,87.49
2022-07-27 17:00:00,23.13,91.14,35.35,71.8,107.15
2022-07-27 18:00:00,37.68,129.04,37.15,73.53,110.62
2022-07-27 19:00:00,33.07,112.31,49.03,74.12,123.2
2022-07-27 20:00:00,27.87,108.25,37.51,65.28,102.79
2022-07-27 21:00:00,29.63,79.2,31.96,54.13,86.11
2022-07-27 22:00:00,16.25,55.12,43.04,64.5,107.5
2022-07-27 23:00:00,29.52,75.48,43.67,61.37,105.05
2022-07-28 00:00:00,35.64,90.6,42.43,54.52,96.95
2022-07-28 01:00:00,29.0,77.36,39.66,45.5,85.14
2022-07-28 02:00:00,28.32,77.22,49.82,49.85,99.69
2022-07-28 03:00:00,19.98,73.5,49.23,50.29,99.52
2022-07-28 04:00:00,15.42,54.3,54.03,47.94,101.96
2022-07-28 05:00:00,29.59,67.9,56.76,44.29,101.06
2022-07-28 06:00:00,24.83,40.77,49.42,39.56,88.97
2022-07-28 07:00:00,11.28,30.38,76.87,51.55,128.43
2022-07-28 08:00:00,7.41,17.43,57.94,50.15,108.05
2022-07-28 09:00:00,11.24,44.65,90.77,65.69,156.43
2022-07-28 10:00:00,19.43,70.35,65.91,58.29,124.27
2022-07-28 11:00:00,39.36,51.61,43.36,49.73,93.1
2022-07-28 12:00:00,64.01,47.87,34.65,56.19,90.84
2022-07-28 13:00:00,53.42,68.4,30.45,84.04,114.5
2022-07-28 14:00:00,34.95,73.88,25.28,65.52,90.79
2022-07-28 15:00:00,18.98,41.1,36.32,73.45,109.76
2022-07-28 16:00:00,8.53,16.4,47.53,63.71,111.24
2022-07-28 17:00:00,11.02,24.86,80.79,70.43,151.13
2022-07-28 18:00:00,16.53,106.4,69.53,60.52,130.11
2022-07-28 19:00:00,16.28,60.42,65.83,56.27,122.07
2022-07-28 20:00:00,11.23,47.0,68.88,61.61,130.49
2022-07-28 21:00:00,5.08,35.55,71.67,62.13,133.65
2022-07-28 22:00:00,4.55,55.04,130.85,68.64,199.62
2022-07-28 23:00:00,10.66,54.72,76.43,61.21,137.63
2022-07-29 00:00:00,23.02,64.21,75.1,59.12,134.26
2022-07-29 01:00:00,18.07,52.99,75.81,52.22,128.01
2022-07-29 02:00:00,18.71,36.32,73.24,47.21,120.48
2022-07-29 03:00:00,8.97,23.7,67.89,41.47,109.37
2022-07-29 04:00:00,11.36,39.53,64.55,44.46,109.0
2022-07-29 05:00:00,20.92,49.6,70.12,45.05,115.11
2022-07-29 06:00:00,28.21,65.08,83.52,45.31,128.87
2022-07-29 07:00:00,36.73,66.14,83.79,43.78,127.57
2022-07-29 08:00:00,33.34,61.71,81.09,43.88,124.93
2022-07-29 09:00:00,21.33,72.24,157.33,59.68,216.91
2022-07-29 10:00:00,23.17,84.8,153.22,58.98,212.22
2022-07-29 11:00:00,21.56,77.05,125.08,59.66,184.79
2022-07-29 12:00:00,38.93,80.97,95.55,52.54,148.12
2022-07-29 13:00:00,32.31,73.75,105.6,54.06,159.58
2022-07-29 14:00:00,23.87,64.1,90.03,53.4,143.5
2022-07-29 15:00:00,32.81,63.59,88.8,52.39,141.21
2022-07-29 16:00:00,17.7,47.17,119.07,52.69,171.74
2022-07-29 17:00:00,4.16,9.02,107.2,50.24,157.44
2022-07-29 18:00:00,11.23,14.64,140.13,55.63,195.79
2022-07-29 19:00:00,10.75,24.11,95.32,45.97,141.19
2022-07-29 20:00:00,14.78,20.54,132.03,50.67,182.74
2022-07-29 21:00:00,17.08,24.85,137.46,49.84,187.28
2022-07-29 22:00:00,10.11,33.67,113.29,46.27,159.6
2022-07-29 23:00:00,15.18,26.58,101.73,49.02,150.77
2022-07-30 00:00:00,5.91,14.36,117.96,53.09,171.01
2022-07-30 01:00:00,8.06,21.28,138.21,56.67,194.88
2022-07-30 02:00:00,7.64,21.66,102.27,52.53,154.84
2022-07-30 03:00:00,13.84,27.07,125.78,46.08,171.71
2022-07-30 04:00:00,22.93,29.13,147.9,44.41,192.4
2022-07-30 05:00:00,33.4,47.56,152.2,44.23,196.41
2022-07-30 06:00:00,23.14,39.28,154.32,48.02,202.35
2022-07-30 07:00:00,17.28,35.65,151.24,45.05,196.3
2022-07-30 08:00:00,13.25,31.06,135.99,50.4,186.28
2022-07-30 09:00:00,34.0,124.88,174.51,61.37,235.98
2022-07-30 10:00:00,42.07,132.39,153.14,51.55,204.71
2022-07-30 11:00:00,28.32,107.39,156.91,59.93,216.84
2022-07-30 12:00:00,22.78,89.49,120.35,55.14,175.52
2022-07-30 13:00:00,18.2,71.48,94.88,47.42,142.34
2022-07-30 14:00:00,21.86,68.77,78.21,42.54,120.76
2022-07-30 15:00:00,29.68,75.88,80.14,46.74,126.87
2022-07-30 16:00:00,33.9,77.98,82.37,55.36,137.71
2022-07-30 17:00:00,24.62,62.02,80.06,55.88,135.9
2022-07-30 18:00:00,14.98,59.57,85.08,55.13,140.17
2022-07-30 19:00:00,5.25,55.75,99.13,64.74,163.89
2022-07-30 20:00:00,14.89,55.9,100.11,65.65,165.72
2022-07-30 21:00:00,22.77,89.98,95.25,58.37,153.69
